,Entity Name,Plant Name,Nameplate Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Plant State,Age,emmR,emmF
5917,USACE Northwestern Division,The Dalles,78.0,Conventional Hydroelectric,WAT,HY,2.0,1958.0,OR,61.0,0.0,0.0
5918,USACE Northwestern Division,The Dalles,78.0,Conventional Hydroelectric,WAT,HY,5.0,1958.0,OR,61.0,0.0,0.0
5919,USACE Northwestern Division,The Dalles,89.7,Conventional Hydroelectric,WAT,HY,10.0,1958.0,OR,61.0,0.0,0.0
5920,USACE Northwestern Division,The Dalles,78.0,Conventional Hydroelectric,WAT,HY,11.0,1958.0,OR,61.0,0.0,0.0
5921,USACE Northwestern Division,The Dalles,78.0,Conventional Hydroelectric,WAT,HY,2.0,1959.0,OR,60.0,0.0,0.0
5922,USACE Northwestern Division,The Dalles,78.0,Conventional Hydroelectric,WAT,HY,5.0,1959.0,OR,60.0,0.0,0.0
5923,USACE Northwestern Division,The Dalles,78.0,Conventional Hydroelectric,WAT,HY,11.0,1959.0,OR,60.0,0.0,0.0
5924,USACE Northwestern Division,The Dalles,14.0,Conventional Hydroelectric,WAT,HY,6.0,1957.0,OR,62.0,0.0,0.0
5925,USACE Northwestern Division,The Dalles,14.0,Conventional Hydroelectric,WAT,HY,7.0,1957.0,OR,62.0,0.0,0.0
5926,City of Tacoma - (WA),Alder,25.0,Conventional Hydroelectric,WAT,HY,5.0,1947.0,WA,72.0,0.0,0.0
5927,City of Tacoma - (WA),Alder,25.0,Conventional Hydroelectric,WAT,HY,12.0,1945.0,WA,74.0,0.0,0.0
5928,City of Tacoma - (WA),Cushman 1,21.6,Conventional Hydroelectric,WAT,HY,6.0,1926.0,WA,93.0,0.0,0.0
5929,City of Tacoma - (WA),Cushman 1,21.6,Conventional Hydroelectric,WAT,HY,7.0,1926.0,WA,93.0,0.0,0.0
5930,City of Tacoma - (WA),Cushman 2,27.0,Conventional Hydroelectric,WAT,HY,12.0,1930.0,WA,89.0,0.0,0.0
5931,City of Tacoma - (WA),Cushman 2,27.0,Conventional Hydroelectric,WAT,HY,8.0,1931.0,WA,88.0,0.0,0.0
5932,City of Tacoma - (WA),Cushman 2,27.0,Conventional Hydroelectric,WAT,HY,12.0,1952.0,WA,67.0,0.0,0.0
5933,City of Tacoma - (WA),Cushman 2,1.8,Conventional Hydroelectric,WAT,HY,3.0,2013.0,WA,6.0,0.0,0.0
5934,City of Tacoma - (WA),Cushman 2,1.8,Conventional Hydroelectric,WAT,HY,3.0,2013.0,WA,6.0,0.0,0.0
5935,City of Tacoma - (WA),LaGrande,6.0,Conventional Hydroelectric,WAT,HY,11.0,1912.0,WA,107.0,0.0,0.0
5936,City of Tacoma - (WA),LaGrande,6.0,Conventional Hydroelectric,WAT,HY,11.0,1912.0,WA,107.0,0.0,0.0
5937,City of Tacoma - (WA),LaGrande,6.0,Conventional Hydroelectric,WAT,HY,11.0,1912.0,WA,107.0,0.0,0.0
5938,City of Tacoma - (WA),LaGrande,6.0,Conventional Hydroelectric,WAT,HY,11.0,1912.0,WA,107.0,0.0,0.0
5939,City of Tacoma - (WA),LaGrande,40.0,Conventional Hydroelectric,WAT,HY,9.0,1945.0,WA,74.0,0.0,0.0
5940,City of Tacoma - (WA),Mayfield,40.5,Conventional Hydroelectric,WAT,HY,5.0,1983.0,WA,36.0,0.0,0.0
5941,City of Tacoma - (WA),Mayfield,40.5,Conventional Hydroelectric,WAT,HY,3.0,1963.0,WA,56.0,0.0,0.0
5942,City of Tacoma - (WA),Mayfield,40.5,Conventional Hydroelectric,WAT,HY,4.0,1963.0,WA,56.0,0.0,0.0
5943,City of Tacoma - (WA),Mayfield,40.5,Conventional Hydroelectric,WAT,HY,6.0,1963.0,WA,56.0,0.0,0.0
5944,City of Tacoma - (WA),Mossyrock,150.0,Conventional Hydroelectric,WAT,HY,11.0,1968.0,WA,51.0,0.0,0.0
5945,City of Tacoma - (WA),Mossyrock,150.0,Conventional Hydroelectric,WAT,HY,10.0,1968.0,WA,51.0,0.0,0.0
5946,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,10.0,1958.0,WA,61.0,0.0,0.0
5947,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,9.0,1955.0,WA,64.0,0.0,0.0
5948,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,9.0,1955.0,WA,64.0,0.0,0.0
5949,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,9.0,1955.0,WA,64.0,0.0,0.0
5950,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,2.0,1957.0,WA,62.0,0.0,0.0
5951,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,7.0,1957.0,WA,62.0,0.0,0.0
5952,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,9.0,1957.0,WA,62.0,0.0,0.0
5953,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,11.0,1957.0,WA,62.0,0.0,0.0
5954,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,7.0,1977.0,WA,42.0,0.0,0.0
5955,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,8.0,1977.0,WA,42.0,0.0,0.0
5956,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,11.0,1977.0,WA,42.0,0.0,0.0
5957,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,7.0,1958.0,WA,61.0,0.0,0.0
5958,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,6.0,1978.0,WA,41.0,0.0,0.0
5959,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,6.0,1978.0,WA,41.0,0.0,0.0
5960,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,6.0,1978.0,WA,41.0,0.0,0.0
5961,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,9.0,1978.0,WA,41.0,0.0,0.0
5962,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,1.0,1979.0,WA,40.0,0.0,0.0
5963,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,1.0,1979.0,WA,40.0,0.0,0.0
5964,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,2.0,1979.0,WA,40.0,0.0,0.0
5965,USACE Northwestern Division,Chief Joseph,95.0,Conventional Hydroelectric,WAT,HY,5.0,1979.0,WA,40.0,0.0,0.0
5966,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,5.0,1958.0,WA,61.0,0.0,0.0
5967,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,2.0,1958.0,WA,61.0,0.0,0.0
5968,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,2.0,1957.0,WA,62.0,0.0,0.0
5969,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,12.0,1956.0,WA,63.0,0.0,0.0
5970,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,11.0,1956.0,WA,63.0,0.0,0.0
5971,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,9.0,1956.0,WA,63.0,0.0,0.0
5972,USACE Northwestern Division,Chief Joseph,88.2,Conventional Hydroelectric,WAT,HY,12.0,1955.0,WA,64.0,0.0,0.0
5973,USACE Northwestern Division,Ice Harbor,90.0,Conventional Hydroelectric,WAT,HY,1.0,1962.0,WA,57.0,0.0,0.0
5974,USACE Northwestern Division,Ice Harbor,90.0,Conventional Hydroelectric,WAT,HY,3.0,1962.0,WA,57.0,0.0,0.0
5975,USACE Northwestern Division,Ice Harbor,90.0,Conventional Hydroelectric,WAT,HY,3.0,1962.0,WA,57.0,0.0,0.0
5976,USACE Northwestern Division,Ice Harbor,111.0,Conventional Hydroelectric,WAT,HY,12.0,1975.0,WA,44.0,0.0,0.0
5977,USACE Northwestern Division,Ice Harbor,111.0,Conventional Hydroelectric,WAT,HY,12.0,1975.0,WA,44.0,0.0,0.0
5978,USACE Northwestern Division,Ice Harbor,111.0,Conventional Hydroelectric,WAT,HY,2.0,1976.0,WA,43.0,0.0,0.0
5979,USACE Northwestern Division,Little Goose,135.0,Conventional Hydroelectric,WAT,HY,4.0,1970.0,WA,49.0,0.0,0.0
5980,USACE Northwestern Division,Little Goose,135.0,Conventional Hydroelectric,WAT,HY,4.0,1970.0,WA,49.0,0.0,0.0
5981,USACE Northwestern Division,Little Goose,135.0,Conventional Hydroelectric,WAT,HY,1.0,1971.0,WA,48.0,0.0,0.0
5982,USACE Northwestern Division,Little Goose,135.0,Conventional Hydroelectric,WAT,HY,2.0,1978.0,WA,41.0,0.0,0.0
5983,USACE Northwestern Division,Little Goose,135.0,Conventional Hydroelectric,WAT,HY,6.0,1978.0,WA,41.0,0.0,0.0
5984,USACE Northwestern Division,Little Goose,135.0,Conventional Hydroelectric,WAT,HY,6.0,1978.0,WA,41.0,0.0,0.0
5985,USACE Northwestern Division,Lower Monumental,135.0,Conventional Hydroelectric,WAT,HY,6.0,1969.0,WA,50.0,0.0,0.0
5986,USACE Northwestern Division,Lower Monumental,135.0,Conventional Hydroelectric,WAT,HY,10.0,1969.0,WA,50.0,0.0,0.0
5987,USACE Northwestern Division,Lower Monumental,135.0,Conventional Hydroelectric,WAT,HY,2.0,1970.0,WA,49.0,0.0,0.0
5988,USACE Northwestern Division,Lower Monumental,135.0,Conventional Hydroelectric,WAT,HY,3.0,1979.0,WA,40.0,0.0,0.0
5989,USACE Northwestern Division,Lower Monumental,135.0,Conventional Hydroelectric,WAT,HY,4.0,1979.0,WA,40.0,0.0,0.0
5990,USACE Northwestern Division,Lower Monumental,135.0,Conventional Hydroelectric,WAT,HY,7.0,1979.0,WA,40.0,0.0,0.0
5991,Energy Northwest,Packwood,27.5,Conventional Hydroelectric,WAT,HY,4.0,1964.0,WA,55.0,0.0,0.0
5992,Appalachian Power Co,John E Amos,816.3,Conventional Steam Coal,BIT,ST,9.0,1971.0,WV,48.0,0.1,81.63
5993,Appalachian Power Co,John E Amos,816.3,Conventional Steam Coal,BIT,ST,6.0,1972.0,WV,47.0,0.1,81.63
5994,Appalachian Power Co,John E Amos,1300.0,Conventional Steam Coal,BIT,ST,10.0,1973.0,WV,46.0,0.1,130.0
5995,Monongahela Power Co,FirstEnergy Fort Martin Power Station,576.0,Conventional Steam Coal,BIT,ST,10.0,1967.0,WV,52.0,0.1,57.6
5996,Monongahela Power Co,FirstEnergy Fort Martin Power Station,576.0,Conventional Steam Coal,BIT,ST,12.0,1968.0,WV,51.0,0.1,57.6
5997,Allegheny Energy Supply Co LLC,FirstEnergy Harrison Power Station,684.0,Conventional Steam Coal,BIT,ST,12.0,1972.0,WV,47.0,0.1,68.4
5998,Allegheny Energy Supply Co LLC,FirstEnergy Harrison Power Station,684.0,Conventional Steam Coal,BIT,ST,12.0,1973.0,WV,46.0,0.1,68.4
5999,Allegheny Energy Supply Co LLC,FirstEnergy Harrison Power Station,684.0,Conventional Steam Coal,BIT,ST,12.0,1974.0,WV,45.0,0.1,68.4
6000,Kentucky Power Co,Mitchell (WV),816.3,Conventional Steam Coal,BIT,ST,5.0,1971.0,WV,48.0,0.1,81.63
6001,Kentucky Power Co,Mitchell (WV),816.3,Conventional Steam Coal,BIT,ST,5.0,1971.0,WV,48.0,0.1,81.63
6002,Virginia Electric & Power Co,Mt Storm,570.2,Conventional Steam Coal,BIT,ST,9.0,1965.0,WV,54.0,0.1,57.02000000000001
6003,Virginia Electric & Power Co,Mt Storm,570.2,Conventional Steam Coal,BIT,ST,7.0,1966.0,WV,53.0,0.1,57.02000000000001
6004,Virginia Electric & Power Co,Mt Storm,522.0,Conventional Steam Coal,BIT,ST,12.0,1973.0,WV,46.0,0.1,52.2
6005,Virginia Electric & Power Co,Mt Storm,18.5,Petroleum Liquids,JF,GT,10.0,1967.0,WV,52.0,0.08,1.48
6006,Consolidated Water Power Co,Biron,1.4,Conventional Hydroelectric,WAT,HY,1.0,1921.0,WI,98.0,0.0,0.0
6007,Consolidated Water Power Co,Biron,1.4,Conventional Hydroelectric,WAT,HY,1.0,1921.0,WI,98.0,0.0,0.0
6008,Consolidated Water Power Co,Biron,0.4,Conventional Hydroelectric,WAT,HY,1.0,1916.0,WI,103.0,0.0,0.0
6009,Consolidated Water Power Co,Biron,0.4,Conventional Hydroelectric,WAT,HY,1.0,1896.0,WI,123.0,0.0,0.0
6010,Consolidated Water Power Co,Biron,0.4,Conventional Hydroelectric,WAT,HY,1.0,1896.0,WI,123.0,0.0,0.0
6011,Consolidated Water Power Co,Biron,0.4,Conventional Hydroelectric,WAT,HY,1.0,1896.0,WI,123.0,0.0,0.0
6012,Consolidated Water Power Co,Biron,0.4,Conventional Hydroelectric,WAT,HY,1.0,1896.0,WI,123.0,0.0,0.0
6013,Consolidated Water Power Co,Biron,0.8,Conventional Hydroelectric,WAT,HY,1.0,1896.0,WI,123.0,0.0,0.0
6014,Consolidated Water Power Co,Du Bay,1.2,Conventional Hydroelectric,WAT,HY,1.0,1942.0,WI,77.0,0.0,0.0
6015,Consolidated Water Power Co,Du Bay,2.0,Conventional Hydroelectric,WAT,HY,1.0,1942.0,WI,77.0,0.0,0.0
6016,Consolidated Water Power Co,Du Bay,2.0,Conventional Hydroelectric,WAT,HY,1.0,1942.0,WI,77.0,0.0,0.0
6017,Consolidated Water Power Co,Du Bay,2.0,Conventional Hydroelectric,WAT,HY,1.0,1942.0,WI,77.0,0.0,0.0
6018,Consolidated Water Power Co,Stevens Point,0.8,Conventional Hydroelectric,WAT,HY,1.0,1918.0,WI,101.0,0.0,0.0
6019,Consolidated Water Power Co,Stevens Point,0.8,Conventional Hydroelectric,WAT,HY,1.0,1918.0,WI,101.0,0.0,0.0
6020,Consolidated Water Power Co,Stevens Point,0.8,Conventional Hydroelectric,WAT,HY,1.0,1918.0,WI,101.0,0.0,0.0
6021,Consolidated Water Power Co,Stevens Point,0.8,Conventional Hydroelectric,WAT,HY,1.0,1918.0,WI,101.0,0.0,0.0
6022,Consolidated Water Power Co,Stevens Point,0.8,Conventional Hydroelectric,WAT,HY,1.0,1918.0,WI,101.0,0.0,0.0
6023,Consolidated Water Power Co,Stevens Point,0.8,Conventional Hydroelectric,WAT,HY,1.0,1918.0,WI,101.0,0.0,0.0
6024,Consolidated Water Power Co,Wisconsin Rapids,2.3,Conventional Hydroelectric,WAT,HY,1.0,1920.0,WI,99.0,0.0,0.0
6025,Consolidated Water Power Co,Wisconsin Rapids,0.6,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6026,Consolidated Water Power Co,Wisconsin Rapids,2.3,Conventional Hydroelectric,WAT,HY,1.0,1920.0,WI,99.0,0.0,0.0
6027,Consolidated Water Power Co,Wisconsin Rapids,0.6,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6028,Consolidated Water Power Co,Wisconsin Rapids,0.6,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6029,Consolidated Water Power Co,Wisconsin Rapids,0.6,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6030,Consolidated Water Power Co,Wisconsin Rapids,0.3,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6031,Consolidated Water Power Co,Wisconsin Rapids,0.6,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6032,Consolidated Water Power Co,Wisconsin Rapids,0.3,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6033,Consolidated Water Power Co,Wisconsin Rapids,0.6,Conventional Hydroelectric,WAT,HY,1.0,1903.0,WI,116.0,0.0,0.0
6034,Consolidated Water Power Co,Whiting,1.2,Conventional Hydroelectric,WAT,HY,7.0,1963.0,WI,56.0,0.0,0.0
6035,Consolidated Water Power Co,Whiting,0.3,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6036,Consolidated Water Power Co,Whiting,0.5,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6037,Consolidated Water Power Co,Whiting,0.5,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6038,Consolidated Water Power Co,Whiting,0.5,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6039,Consolidated Water Power Co,Whiting,0.5,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6040,Consolidated Water Power Co,Whiting,0.5,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6041,Consolidated Water Power Co,Whiting,0.5,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6042,Consolidated Water Power Co,Whiting,0.3,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6043,Consolidated Water Power Co,Whiting,0.3,Conventional Hydroelectric,WAT,HY,1.0,1891.0,WI,128.0,0.0,0.0
6044,Dahlberg Light & Power Co,Gordon,0.7,Petroleum Liquids,DFO,IC,8.0,1955.0,WI,64.0,0.08,0.055999999999999994
6045,Dahlberg Light & Power Co,Gordon,0.7,Petroleum Liquids,DFO,IC,8.0,1949.0,WI,70.0,0.08,0.055999999999999994
6046,Dahlberg Light & Power Co,Gordon,2.8,Petroleum Liquids,DFO,IC,2.0,2001.0,WI,18.0,0.08,0.22399999999999998
6047,Dahlberg Light & Power Co,Gordon,2.8,Petroleum Liquids,DFO,IC,2.0,2001.0,WI,18.0,0.08,0.22399999999999998
6048,Northern States Power Co - Minnesota,Bay Front,20.0,Wood/Wood Waste Biomass,WDS,ST,1.0,1952.0,WI,67.0,0.07,1.4000000000000001
6049,Northern States Power Co - Minnesota,Bay Front,27.2,Natural Gas Steam Turbine,NG,ST,1.0,1957.0,WI,62.0,0.059,1.6047999999999998
6050,Northern States Power Co - Minnesota,Big Falls,2.6,Conventional Hydroelectric,WAT,HY,1.0,1922.0,WI,97.0,0.0,0.0
6051,Northern States Power Co - Minnesota,Big Falls,2.6,Conventional Hydroelectric,WAT,HY,1.0,1922.0,WI,97.0,0.0,0.0
6052,Northern States Power Co - Minnesota,Big Falls,2.5,Conventional Hydroelectric,WAT,HY,9.0,1993.0,WI,26.0,0.0,0.0
6053,Northern States Power Co - Minnesota,Ladysmith Dam,0.9,Conventional Hydroelectric,WAT,HY,1.0,1940.0,WI,79.0,0.0,0.0
6054,Northern States Power Co - Minnesota,Ladysmith Dam,0.9,Conventional Hydroelectric,WAT,HY,1.0,1940.0,WI,79.0,0.0,0.0
6055,Northern States Power Co - Minnesota,Ladysmith Dam,1.6,Conventional Hydroelectric,WAT,HY,11.0,1983.0,WI,36.0,0.0,0.0
6056,Northern States Power Co - Minnesota,Thornapple,0.7,Conventional Hydroelectric,WAT,HY,1.0,1927.0,WI,92.0,0.0,0.0
6057,Northern States Power Co - Minnesota,Thornapple,0.7,Conventional Hydroelectric,WAT,HY,1.0,1929.0,WI,90.0,0.0,0.0
6058,Northern States Power Co - Minnesota,White River (WI),0.5,Conventional Hydroelectric,WAT,HY,1.0,1907.0,WI,112.0,0.0,0.0
6059,Northern States Power Co - Minnesota,White River (WI),0.5,Conventional Hydroelectric,WAT,HY,1.0,1907.0,WI,112.0,0.0,0.0
6060,Madison Gas & Electric Co,Fitchburg,28.8,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1973.0,WI,46.0,0.059,1.6992
6061,Madison Gas & Electric Co,Fitchburg,28.8,Natural Gas Fired Combustion Turbine,NG,GT,5.0,1973.0,WI,46.0,0.059,1.6992
6062,Madison Gas & Electric Co,Blount Street,50.0,Natural Gas Steam Turbine,NG,ST,6.0,1957.0,WI,62.0,0.059,2.9499999999999997
6063,Madison Gas & Electric Co,Blount Street,50.0,Natural Gas Steam Turbine,NG,ST,7.0,1961.0,WI,58.0,0.059,2.9499999999999997
6064,Madison Gas & Electric Co,Sycamore (WI),18.0,Natural Gas Fired Combustion Turbine,NG,GT,12.0,1967.0,WI,52.0,0.059,1.0619999999999998
6065,Madison Gas & Electric Co,Sycamore (WI),23.6,Natural Gas Fired Combustion Turbine,NG,GT,6.0,1971.0,WI,48.0,0.059,1.3924
6069,Northern States Power Co - Minnesota,Cedar Falls (WI),2.0,Conventional Hydroelectric,WAT,HY,1.0,1915.0,WI,104.0,0.0,0.0
6070,Northern States Power Co - Minnesota,Cedar Falls (WI),2.0,Conventional Hydroelectric,WAT,HY,1.0,1911.0,WI,108.0,0.0,0.0
6071,Northern States Power Co - Minnesota,Cedar Falls (WI),2.0,Conventional Hydroelectric,WAT,HY,1.0,1910.0,WI,109.0,0.0,0.0
6072,Northern States Power Co - Minnesota,Chippewa Falls,3.6,Conventional Hydroelectric,WAT,HY,1.0,1928.0,WI,91.0,0.0,0.0
6073,Northern States Power Co - Minnesota,Chippewa Falls,3.6,Conventional Hydroelectric,WAT,HY,1.0,1928.0,WI,91.0,0.0,0.0
6074,Northern States Power Co - Minnesota,Chippewa Falls,3.6,Conventional Hydroelectric,WAT,HY,1.0,1928.0,WI,91.0,0.0,0.0
6075,Northern States Power Co - Minnesota,Chippewa Falls,3.6,Conventional Hydroelectric,WAT,HY,1.0,1928.0,WI,91.0,0.0,0.0
6076,Northern States Power Co - Minnesota,Chippewa Falls,3.6,Conventional Hydroelectric,WAT,HY,1.0,1928.0,WI,91.0,0.0,0.0
6077,Northern States Power Co - Minnesota,Chippewa Falls,3.6,Conventional Hydroelectric,WAT,HY,1.0,1928.0,WI,91.0,0.0,0.0
6078,Northern States Power Co - Minnesota,Dells,2.9,Conventional Hydroelectric,WAT,HY,1.0,1923.0,WI,96.0,0.0,0.0
6079,Northern States Power Co - Minnesota,Dells,2.6,Conventional Hydroelectric,WAT,HY,1.0,1924.0,WI,95.0,0.0,0.0
6080,Northern States Power Co - Minnesota,Dells,2.6,Conventional Hydroelectric,WAT,HY,1.0,1924.0,WI,95.0,0.0,0.0
6081,Northern States Power Co - Minnesota,Dells,2.6,Conventional Hydroelectric,WAT,HY,1.0,1924.0,WI,95.0,0.0,0.0
6082,Northern States Power Co - Minnesota,Dells,1.6,Conventional Hydroelectric,WAT,HY,1.0,1924.0,WI,95.0,0.0,0.0
6083,Northern States Power Co - Minnesota,French Island,15.2,Wood/Wood Waste Biomass,WDS,ST,1.0,1940.0,WI,79.0,0.07,1.064
6084,Northern States Power Co - Minnesota,French Island,15.2,Wood/Wood Waste Biomass,WDS,ST,1.0,1948.0,WI,71.0,0.07,1.064
6085,Northern States Power Co - Minnesota,French Island,78.8,Petroleum Liquids,DFO,GT,9.0,1974.0,WI,45.0,0.08,6.304
6086,Northern States Power Co - Minnesota,French Island,78.8,Petroleum Liquids,DFO,GT,11.0,1974.0,WI,45.0,0.08,6.304
6087,Northern States Power Co - Minnesota,Holcombe,11.3,Conventional Hydroelectric,WAT,HY,1.0,1950.0,WI,69.0,0.0,0.0
6088,Northern States Power Co - Minnesota,Holcombe,11.3,Conventional Hydroelectric,WAT,HY,1.0,1950.0,WI,69.0,0.0,0.0
6089,Northern States Power Co - Minnesota,Holcombe,11.3,Conventional Hydroelectric,WAT,HY,1.0,1950.0,WI,69.0,0.0,0.0
6090,Northern States Power Co - Minnesota,Jim Falls,29.6,Conventional Hydroelectric,WAT,HY,8.0,1988.0,WI,31.0,0.0,0.0
6091,Northern States Power Co - Minnesota,Jim Falls,29.6,Conventional Hydroelectric,WAT,HY,8.0,1988.0,WI,31.0,0.0,0.0
6092,Northern States Power Co - Minnesota,Jim Falls,0.6,Conventional Hydroelectric,WAT,HY,7.0,1988.0,WI,31.0,0.0,0.0
6093,Northern States Power Co - Minnesota,Menomonie,2.7,Conventional Hydroelectric,WAT,HY,1.0,1958.0,WI,61.0,0.0,0.0
6094,Northern States Power Co - Minnesota,Menomonie,2.7,Conventional Hydroelectric,WAT,HY,1.0,1958.0,WI,61.0,0.0,0.0
6095,Northern States Power Co - Minnesota,St Croix Falls,2.5,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6096,Northern States Power Co - Minnesota,St Croix Falls,2.5,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6097,Northern States Power Co - Minnesota,St Croix Falls,2.5,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6098,Northern States Power Co - Minnesota,St Croix Falls,2.5,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6099,Northern States Power Co - Minnesota,St Croix Falls,3.4,Conventional Hydroelectric,WAT,HY,1.0,1910.0,WI,109.0,0.0,0.0
6100,Northern States Power Co - Minnesota,St Croix Falls,3.4,Conventional Hydroelectric,WAT,HY,1.0,1910.0,WI,109.0,0.0,0.0
6101,Northern States Power Co - Minnesota,St Croix Falls,3.2,Conventional Hydroelectric,WAT,HY,1.0,1923.0,WI,96.0,0.0,0.0
6102,Northern States Power Co - Minnesota,St Croix Falls,3.2,Conventional Hydroelectric,WAT,HY,1.0,1923.0,WI,96.0,0.0,0.0
6103,Northern States Power Co - Minnesota,Trego,0.7,Conventional Hydroelectric,WAT,HY,1.0,1927.0,WI,92.0,0.0,0.0
6104,Northern States Power Co - Minnesota,Trego,0.5,Conventional Hydroelectric,WAT,HY,1.0,1927.0,WI,92.0,0.0,0.0
6105,Northern States Power Co - Minnesota,Wheaton,48.5,Natural Gas Fired Combustion Turbine,NG,GT,1.0,1973.0,WI,46.0,0.059,2.8615
6106,Northern States Power Co - Minnesota,Wheaton,48.5,Natural Gas Fired Combustion Turbine,NG,GT,4.0,1973.0,WI,46.0,0.059,2.8615
6107,Northern States Power Co - Minnesota,Wheaton,48.5,Natural Gas Fired Combustion Turbine,NG,GT,4.0,1973.0,WI,46.0,0.059,2.8615
6108,Northern States Power Co - Minnesota,Wheaton,48.5,Natural Gas Fired Combustion Turbine,NG,GT,4.0,1973.0,WI,46.0,0.059,2.8615
6109,Northern States Power Co - Minnesota,Wheaton,53.1,Petroleum Liquids,DFO,GT,6.0,1973.0,WI,46.0,0.08,4.248
6110,Northern States Power Co - Minnesota,Wheaton,53.1,Petroleum Liquids,DFO,GT,6.0,1973.0,WI,46.0,0.08,4.248
6111,Northern States Power Co - Minnesota,Wissota,6.0,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6112,Northern States Power Co - Minnesota,Wissota,7.7,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6113,Northern States Power Co - Minnesota,Wissota,6.0,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6114,Northern States Power Co - Minnesota,Wissota,7.7,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6115,Northern States Power Co - Minnesota,Wissota,6.0,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6116,Northern States Power Co - Minnesota,Wissota,6.0,Conventional Hydroelectric,WAT,HY,1.0,1917.0,WI,102.0,0.0,0.0
6123,Northwestern Wisconsin Elec Co,Frederic Diesel,2.5,Petroleum Liquids,DFO,IC,7.0,2000.0,WI,19.0,0.08,0.2
